file,status,surface_id,grammar,notes,lighting,angle_deg,distance,medium,printer,paper,image_shape,top_sheet,top_aggregate,target_sheet,verdict,aggregate,coverage,renormalised,agr_cascade_ratio,agr_duty,agr_phase_duty_identity,agr_colour_pair,ink_agreement_absolute,ink_agreement_relationship,ink_mean_delta_e_absolute,ink_mean_delta_e_relationship,ink_correction_gain_b,ink_correction_gain_g,ink_correction_gain_r,ink_implied_applied_gain_b,ink_implied_applied_gain_g,ink_implied_applied_gain_r,ink_gain_in_bounds,ink_relationship_applicable,ink_n_inks,ink_n_clipped_inks,ink_gain_fallback_channels,ink_rank_correlation,error
IMG_2273.jpg,ok,001-s0,bar-cascade-001,"Apple Studio Display, TrueTone on, brightness 25%, dark room with warm lamp; framing estimated from image",normal_room,30,far_2m,screen,none,screen,4032x3024x3,iso-002,0.0809,bar-cascade-001,not_recognised,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
IMG_2274.jpg,ok,001-s0,bar-cascade-001,"Apple Studio Display, TrueTone on, brightness 25%, dark room with warm lamp; framing estimated from image",normal_room,60,fills_frame,screen,none,screen,5712x4284x3,iso-002,0.0087,bar-cascade-001,not_recognised,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
IMG_2275.jpg,ok,001-s0,bar-cascade-001,"Apple Studio Display, TrueTone off, brightness 25%, dark room with warm lamp; framing estimated from image",normal_room,0,fills_frame,screen,none,screen,5712x4284x3,iso-002,0.0044,bar-cascade-001,not_recognised,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
IMG_2276.jpg,ok,001-s0,bar-cascade-001,"Apple Studio Display, TrueTone off, brightness 25%, dark room with warm lamp; framing estimated from image",normal_room,30,fills_frame,screen,none,screen,4032x3024x3,iso-002,0.0221,bar-cascade-001,not_recognised,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
IMG_2277.jpg,ok,001-s0,bar-cascade-001,"Apple Studio Display, TrueTone off, brightness 25%, dark room with warm lamp; framing estimated from image",normal_room,30,far_2m,screen,none,screen,5712x4284x3,iso-002,0.0157,bar-cascade-001,not_recognised,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
IMG_2278.jpg,ok,001-s0,bar-cascade-001,"Apple Studio Display, TrueTone off, brightness 25%, dark room with warm lamp; framing estimated from image",normal_room,60,fills_frame,screen,none,screen,5712x4284x3,iso-002,0.0355,bar-cascade-001,not_recognised,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
IMG_2279.jpg,ok,001-s0,bar-cascade-001,"Apple Studio Display, TrueTone off, brightness 75%, dark room with warm lamp; framing estimated from image",normal_room,0,fills_frame,screen,none,screen,5712x4284x3,iso-002,0.0167,bar-cascade-001,not_recognised,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
IMG_2280.jpg,ok,001-s0,bar-cascade-001,"Apple Studio Display, TrueTone off, brightness 75%, dark room with warm lamp; framing estimated from image",normal_room,30,fills_frame,screen,none,screen,4032x3024x3,bar-cascade-001,0.0,bar-cascade-001,not_recognised,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
IMG_2281.jpg,ok,001-s0,bar-cascade-001,"Apple Studio Display, TrueTone off, brightness 75%, dark room with warm lamp; framing estimated from image",normal_room,30,far_2m,screen,none,screen,5712x4284x3,bar-cascade-001,0.0,bar-cascade-001,not_recognised,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
IMG_2282.jpg,ok,001-s0,bar-cascade-001,"Apple Studio Display, TrueTone off, brightness 75%, dark room with warm lamp; framing estimated from image",normal_room,60,fills_frame,screen,none,screen,5712x4284x3,iso-002,0.0567,bar-cascade-001,not_recognised,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
IMG_2283.jpg,ok,001-s0,bar-cascade-001,"Apple Studio Display, TrueTone off, brightness 100%, dark room with warm lamp; framing estimated from image",normal_room,0,fills_frame,screen,none,screen,5712x4284x3,bar-cascade-001,0.0,bar-cascade-001,not_recognised,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
IMG_2284.jpg,ok,001-s0,bar-cascade-001,"Apple Studio Display, TrueTone off, brightness 100%, dark room with warm lamp; framing estimated from image",normal_room,30,fills_frame,screen,none,screen,4032x3024x3,bar-cascade-001,0.0,bar-cascade-001,not_recognised,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
IMG_2285.jpg,ok,001-s0,bar-cascade-001,"Apple Studio Display, TrueTone off, brightness 100%, dark room with warm lamp; framing estimated from image",normal_room,30,far_2m,screen,none,screen,5712x4284x3,bar-cascade-001,0.0225,bar-cascade-001,not_recognised,0.0225,1.0,0.0225,0.0,0.1126,0.0,0.0,,,,,,,,,,,,,,,,,
IMG_2286.jpg,ok,001-s0,bar-cascade-001,"Apple Studio Display, TrueTone off, brightness 100%, dark room with warm lamp; framing estimated from image",normal_room,60,fills_frame,screen,none,screen,5712x4284x3,iso-002,0.0421,bar-cascade-001,not_recognised,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
